PV,elemField_eng,elemField_phy,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType,pvPolicy
FE_LEBT:PSC1_D0790:I_RD,I,ANG,readback,55,0.0,FE_LEBT:DCV_D0790,9.02840413,VCOR,LIVE,vert. corrector magnet,C4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:FC_D0796:AVG_RD,I,I,readback,63,0.0,FE_LEBT:FC_D0796,9.63010454,FC,LIVE,Faraday cup,FC1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
#FE_LEBT:FC_D0796:VoltageMeasure,V,V,readback,63,0.0,FE_LEBT:FC_D0796,9.63010454,FC,LIVE,Faraday cup,FC1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
#FE_LEBT:FC_D0796:VoltageSet,V,V,setpoint,63,0.0,FE_LEBT:FC_D0796,9.63010454,FC,LIVE,Faraday cup,FC1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:FC_D0796:XCEN_RD,XCEN,XCEN,readback,63,0.0,FE_LEBT:FC_D0796,9.63010454,FC,LIVE,Faraday cup,FC1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:FC_D0796:YCEN_RD,YCEN,YCEN,readback,63,0.0,FE_LEBT:FC_D0796,9.63010454,FC,LIVE,Faraday cup,FC1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:FC_D0796:XRMS_RD,XRMS,XRMS,readback,63,0.0,FE_LEBT:FC_D0796,9.63010454,FC,LIVE,Faraday cup,FC1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:FC_D0796:YRMS_RD,YRMS,YRMS,readback,63,0.0,FE_LEBT:FC_D0796,9.63010454,FC,LIVE,Faraday cup,FC1,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:SOLR_D0802:I_CSET,I,B,setpoint,65,0.3998,FE_LEBT:SOLR_D0802,10.38280413,SOL,LIVE,solenoid,SOL_S4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:SOLR_D0802:I_RSET,I,B,readset,65,0.3998,FE_LEBT:SOLR_D0802,10.38280413,SOL,LIVE,solenoid,SOL_S4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:SOLR_D0802:I_RD,I,B,readback,65,0.3998,FE_LEBT:SOLR_D0802,10.38280413,SOL,LIVE,solenoid,SOL_S4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PSC2_D0805:I_CSET,I,ANG,setpoint,67,0.0,FE_LEBT:DCH_D0805,10.50355413,HCOR,LIVE,horiz. corrector magnet,C4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PSC2_D0805:I_RSET,I,ANG,readset,67,0.0,FE_LEBT:DCH_D0805,10.50355413,HCOR,LIVE,horiz. corrector magnet,C4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PSC2_D0805:I_RD,I,ANG,readback,67,0.0,FE_LEBT:DCH_D0805,10.50355413,HCOR,LIVE,horiz. corrector magnet,C4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PSC1_D0805:I_CSET,I,ANG,setpoint,67,0.0,FE_LEBT:DCV_D0805,10.50355413,VCOR,LIVE,vert. corrector magnet,C4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PSC1_D0805:I_RSET,I,ANG,readset,67,0.0,FE_LEBT:DCV_D0805,10.50355413,VCOR,LIVE,vert. corrector magnet,C4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
FE_LEBT:PSC1_D0805:I_RD,I,ANG,readback,67,0.0,FE_LEBT:DCV_D0805,10.50355413,VCOR,LIVE,vert. corrector magnet,C4,DEFAULT,phantasy.sys.FE,phantasy.sub.LEBT,LEBT
