PV,elemField_eng,elemField_phy,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType,,,
LS1_CA03:BPM_D1196:PHA_RD,PHA,PHASE,readback,70,0,LS1_CA03:BPM_D1196,7.272468,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:BPM_D1196:ENG_RD,ENG,ENERGY,readback,70,0,LS1_CA03:BPM_D1196,7.272468,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:SOL1_D1199:I_CSET,I,B,setpoint,73,0.2,LS1_CA03:SOL1_D1199,7.6315545,SOL,LIVE,solenoid+correctors,SOL_S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:SOL1_D1199:I_RSET,I,B,readset,73,0.2,LS1_CA03:SOL1_D1199,7.6315545,SOL,LIVE,solenoid+correctors,SOL_S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:SOL1_D1199:I_RD,I,B,readback,73,0.2,LS1_CA03:SOL1_D1199,7.6315545,SOL,LIVE,solenoid+correctors,SOL_S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:DCH_D1199:I_CSET,I,ANG,setpoint,73,0,LS1_CA03:DCH_D1199,7.5315545,HCOR,LIVE,horiz. corrector magnet,S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:DCH_D1199:I_RSET,I,ANG,readset,73,0,LS1_CA03:DCH_D1199,7.5315545,HCOR,LIVE,horiz. corrector magnet,S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:DCH_D1199:I_RD,I,ANG,readback,73,0,LS1_CA03:DCH_D1199,7.5315545,HCOR,LIVE,horiz. corrector magnet,S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:DCV_D1199:I_CSET,I,ANG,setpoint,73,0,LS1_CA03:DCV_D1199,7.5315545,VCOR,LIVE,vert. corrector magnet,S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:DCV_D1199:I_RSET,I,ANG,readset,73,0,LS1_CA03:DCV_D1199,7.5315545,VCOR,LIVE,vert. corrector magnet,S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:DCV_D1199:I_RD,I,ANG,readback,73,0,LS1_CA03:DCV_D1199,7.5315545,VCOR,LIVE,vert. corrector magnet,S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV2_D1203:PHA_CSET,PHA,PHASE,setpoint,76,0.24,LS1_CA03:CAV2_D1203,8.0459595,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV2_D1203:PHA_RSET,PHA,PHASE,readset,76,0.24,LS1_CA03:CAV2_D1203,8.0459595,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV2_D1203:PHA_RD,PHA,PHASE,readback,76,0.24,LS1_CA03:CAV2_D1203,8.0459595,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV2_D1203:AMPL_CSET,AMP,AMPLITUDE,setpoint,76,0.24,LS1_CA03:CAV2_D1203,8.0459595,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV2_D1203:AMPL_RSET,AMP,AMPLITUDE,readset,76,0.24,LS1_CA03:CAV2_D1203,8.0459595,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV2_D1203:AMPL_RD,AMP,AMPLITUDE,readback,76,0.24,LS1_CA03:CAV2_D1203,8.0459595,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV3_D1209:PHA_CSET,PHA,PHASE,setpoint,78,0.24,LS1_CA03:CAV3_D1209,8.6795155,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV3_D1209:PHA_RSET,PHA,PHASE,readset,78,0.24,LS1_CA03:CAV3_D1209,8.6795155,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV3_D1209:PHA_RD,PHA,PHASE,readback,78,0.24,LS1_CA03:CAV3_D1209,8.6795155,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV3_D1209:AMPL_CSET,AMP,AMPLITUDE,setpoint,78,0.24,LS1_CA03:CAV3_D1209,8.6795155,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV3_D1209:AMPL_RSET,AMP,AMPLITUDE,readset,78,0.24,LS1_CA03:CAV3_D1209,8.6795155,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV3_D1209:AMPL_RD,AMP,AMPLITUDE,readback,78,0.24,LS1_CA03:CAV3_D1209,8.6795155,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:BPM_D1211:X_RD,X,XPOS,readback,81,0,LS1_CA03:BPM_D1211,8.747707,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:BPM_D1211:Y_RD,Y,YPOS,readback,81,0,LS1_CA03:BPM_D1211,8.747707,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:BPM_D1211:PHA_RD,PHA,PHASE,readback,81,0,LS1_CA03:BPM_D1211,8.747707,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:BPM_D1211:ENG_RD,ENG,ENERGY,readback,81,0,LS1_CA03:BPM_D1211,8.747707,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:SOL2_D1214:I_CSET,I,B,setpoint,84,0.2,LS1_CA03:SOL2_D1214,9.1067935,SOL,LIVE,solenoid+correctors,SOL_S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:SOL2_D1214:I_RSET,I,B,readset,84,0.2,LS1_CA03:SOL2_D1214,9.1067935,SOL,LIVE,solenoid+correctors,SOL_S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:SOL2_D1214:I_RD,I,B,readback,84,0.2,LS1_CA03:SOL2_D1214,9.1067935,SOL,LIVE,solenoid+correctors,SOL_S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:DCH_D1214:I_CSET,I,ANG,setpoint,84,0,LS1_CA03:DCH_D1214,9.0067935,HCOR,LIVE,horiz. corrector magnet,S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:DCH_D1214:I_RSET,I,ANG,readset,84,0,LS1_CA03:DCH_D1214,9.0067935,HCOR,LIVE,horiz. corrector magnet,S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:DCH_D1214:I_RD,I,ANG,readback,84,0,LS1_CA03:DCH_D1214,9.0067935,HCOR,LIVE,horiz. corrector magnet,S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:DCV_D1214:I_CSET,I,ANG,setpoint,84,0,LS1_CA03:DCV_D1214,9.0067935,VCOR,LIVE,vert. corrector magnet,S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:DCV_D1214:I_RSET,I,ANG,readset,84,0,LS1_CA03:DCV_D1214,9.0067935,VCOR,LIVE,vert. corrector magnet,S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:DCV_D1214:I_RD,I,ANG,readback,84,0,LS1_CA03:DCV_D1214,9.0067935,VCOR,LIVE,vert. corrector magnet,S1,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV4_D1218:PHA_CSET,PHA,PHASE,setpoint,87,0.24,LS1_CA03:CAV4_D1218,9.5211985,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV4_D1218:PHA_RSET,PHA,PHASE,readset,87,0.24,LS1_CA03:CAV4_D1218,9.5211985,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV4_D1218:PHA_RD,PHA,PHASE,readback,87,0.24,LS1_CA03:CAV4_D1218,9.5211985,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV4_D1218:AMPL_CSET,AMP,AMPLITUDE,setpoint,87,0.24,LS1_CA03:CAV4_D1218,9.5211985,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV4_D1218:AMPL_RSET,AMP,AMPLITUDE,readset,87,0.24,LS1_CA03:CAV4_D1218,9.5211985,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_CA03:CAV4_D1218:AMPL_RD,AMP,AMPLITUDE,readback,87,0.24,LS1_CA03:CAV4_D1218,9.5211985,CAV,LIVE,b04 resonator,CAV_B04,phantasy.sys.LS1,phantasy.sub.CA03,LINAC
LS1_WA03:BPM_D1222:X_RD,X,XPOS,readback,91,0,LS1_WA03:BPM_D1222,9.842787,BPM,LIVE,position monitor,BPM2,phantasy.sys.LS1,phantasy.sub.WA03,LINAC
LS1_WA03:BPM_D1222:Y_RD,Y,YPOS,readback,91,0,LS1_WA03:BPM_D1222,9.842787,BPM,LIVE,position monitor,BPM2,phantasy.sys.LS1,phantasy.sub.WA03,LINAC
LS1_WA03:BPM_D1222:PHA_RD,PHA,PHASE,readback,91,0,LS1_WA03:BPM_D1222,9.842787,BPM,LIVE,position monitor,BPM2,phantasy.sys.LS1,phantasy.sub.WA03,LINAC
LS1_WA03:BPM_D1222:ENG_RD,ENG,ENERGY,readback,91,0,LS1_WA03:BPM_D1222,9.842787,BPM,LIVE,position monitor,BPM2,phantasy.sys.LS1,phantasy.sub.WA03,LINAC
LS1_CB01:CAV1_D1229:PHA_CSET,PHA,PHASE,setpoint,100,0.3,LS1_CB01:CAV1_D1229,10.6665965,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV1_D1229:PHA_RSET,PHA,PHASE,readset,100,0.3,LS1_CB01:CAV1_D1229,10.6665965,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV1_D1229:PHA_RD,PHA,PHASE,readback,100,0.3,LS1_CB01:CAV1_D1229,10.6665965,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV1_D1229:AMPL_CSET,AMP,AMPLITUDE,setpoint,100,0.3,LS1_CB01:CAV1_D1229,10.6665965,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV1_D1229:AMPL_RSET,AMP,AMPLITUDE,readset,100,0.3,LS1_CB01:CAV1_D1229,10.6665965,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV1_D1229:AMPL_RD,AMP,AMPLITUDE,readback,100,0.3,LS1_CB01:CAV1_D1229,10.6665965,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:BPM_D1231:X_RD,X,XPOS,readback,103,0,LS1_CB01:BPM_D1231,10.76219184,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:BPM_D1231:Y_RD,Y,YPOS,readback,103,0,LS1_CB01:BPM_D1231,10.76219184,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:BPM_D1231:PHA_RD,PHA,PHASE,readback,103,0,LS1_CB01:BPM_D1231,10.76219184,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:BPM_D1231:ENG_RD,ENG,ENERGY,readback,103,0,LS1_CB01:BPM_D1231,10.76219184,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:SOL1_D1235:I_CSET,I,B,setpoint,106,0.5,LS1_CB01:SOL1_D1235,11.39420784,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:SOL1_D1235:I_RSET,I,B,readset,106,0.5,LS1_CB01:SOL1_D1235,11.39420784,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:SOL1_D1235:I_RD,I,B,readback,106,0.5,LS1_CB01:SOL1_D1235,11.39420784,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:DCH_D1235:I_CSET,I,ANG,setpoint,106,0,LS1_CB01:DCH_D1235,11.14420784,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:DCH_D1235:I_RSET,I,ANG,readset,106,0,LS1_CB01:DCH_D1235,11.14420784,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:DCH_D1235:I_RD,I,ANG,readback,106,0,LS1_CB01:DCH_D1235,11.14420784,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:DCV_D1235:I_CSET,I,ANG,setpoint,106,0,LS1_CB01:DCV_D1235,11.14420784,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:DCV_D1235:I_RSET,I,ANG,readset,106,0,LS1_CB01:DCV_D1235,11.14420784,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:DCV_D1235:I_RD,I,ANG,readback,106,0,LS1_CB01:DCV_D1235,11.14420784,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV2_D1241:PHA_CSET,PHA,PHASE,setpoint,109,0.3,LS1_CB01:CAV2_D1241,11.86894634,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV2_D1241:PHA_RSET,PHA,PHASE,readset,109,0.3,LS1_CB01:CAV2_D1241,11.86894634,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV2_D1241:PHA_RD,PHA,PHASE,readback,109,0.3,LS1_CB01:CAV2_D1241,11.86894634,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV2_D1241:AMPL_CSET,AMP,AMPLITUDE,setpoint,109,0.3,LS1_CB01:CAV2_D1241,11.86894634,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV2_D1241:AMPL_RSET,AMP,AMPLITUDE,readset,109,0.3,LS1_CB01:CAV2_D1241,11.86894634,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV2_D1241:AMPL_RD,AMP,AMPLITUDE,readback,109,0.3,LS1_CB01:CAV2_D1241,11.86894634,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV3_D1245:PHA_CSET,PHA,PHASE,setpoint,111,0.3,LS1_CB01:CAV3_D1245,12.26663434,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV3_D1245:PHA_RSET,PHA,PHASE,readset,111,0.3,LS1_CB01:CAV3_D1245,12.26663434,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV3_D1245:PHA_RD,PHA,PHASE,readback,111,0.3,LS1_CB01:CAV3_D1245,12.26663434,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV3_D1245:AMPL_CSET,AMP,AMPLITUDE,setpoint,111,0.3,LS1_CB01:CAV3_D1245,12.26663434,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV3_D1245:AMPL_RSET,AMP,AMPLITUDE,readset,111,0.3,LS1_CB01:CAV3_D1245,12.26663434,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV3_D1245:AMPL_RD,AMP,AMPLITUDE,readback,111,0.3,LS1_CB01:CAV3_D1245,12.26663434,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV4_D1249:PHA_CSET,PHA,PHASE,setpoint,113,0.3,LS1_CB01:CAV4_D1249,12.66432234,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV4_D1249:PHA_RSET,PHA,PHASE,readset,113,0.3,LS1_CB01:CAV4_D1249,12.66432234,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV4_D1249:PHA_RD,PHA,PHASE,readback,113,0.3,LS1_CB01:CAV4_D1249,12.66432234,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV4_D1249:AMPL_CSET,AMP,AMPLITUDE,setpoint,113,0.3,LS1_CB01:CAV4_D1249,12.66432234,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV4_D1249:AMPL_RSET,AMP,AMPLITUDE,readset,113,0.3,LS1_CB01:CAV4_D1249,12.66432234,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV4_D1249:AMPL_RD,AMP,AMPLITUDE,readback,113,0.3,LS1_CB01:CAV4_D1249,12.66432234,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:BPM_D1251:X_RD,X,XPOS,readback,116,0,LS1_CB01:BPM_D1251,12.75991768,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:BPM_D1251:Y_RD,Y,YPOS,readback,116,0,LS1_CB01:BPM_D1251,12.75991768,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:BPM_D1251:PHA_RD,PHA,PHASE,readback,116,0,LS1_CB01:BPM_D1251,12.75991768,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:BPM_D1251:ENG_RD,ENG,ENERGY,readback,116,0,LS1_CB01:BPM_D1251,12.75991768,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:SOL2_D1255:I_CSET,I,B,setpoint,119,0.5,LS1_CB01:SOL2_D1255,13.39193368,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:SOL2_D1255:I_RSET,I,B,readset,119,0.5,LS1_CB01:SOL2_D1255,13.39193368,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:SOL2_D1255:I_RD,I,B,readback,119,0.5,LS1_CB01:SOL2_D1255,13.39193368,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:DCH_D1255:I_CSET,I,ANG,setpoint,119,0,LS1_CB01:DCH_D1255,13.14193368,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:DCH_D1255:I_RSET,I,ANG,readset,119,0,LS1_CB01:DCH_D1255,13.14193368,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:DCH_D1255:I_RD,I,ANG,readback,119,0,LS1_CB01:DCH_D1255,13.14193368,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:DCV_D1255:I_CSET,I,ANG,setpoint,119,0,LS1_CB01:DCV_D1255,13.14193368,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:DCV_D1255:I_RSET,I,ANG,readset,119,0,LS1_CB01:DCV_D1255,13.14193368,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:DCV_D1255:I_RD,I,ANG,readback,119,0,LS1_CB01:DCV_D1255,13.14193368,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV5_D1261:PHA_CSET,PHA,PHASE,setpoint,122,0.3,LS1_CB01:CAV5_D1261,13.86667218,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV5_D1261:PHA_RSET,PHA,PHASE,readset,122,0.3,LS1_CB01:CAV5_D1261,13.86667218,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV5_D1261:PHA_RD,PHA,PHASE,readback,122,0.3,LS1_CB01:CAV5_D1261,13.86667218,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV5_D1261:AMPL_CSET,AMP,AMPLITUDE,setpoint,122,0.3,LS1_CB01:CAV5_D1261,13.86667218,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV5_D1261:AMPL_RSET,AMP,AMPLITUDE,readset,122,0.3,LS1_CB01:CAV5_D1261,13.86667218,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV5_D1261:AMPL_RD,AMP,AMPLITUDE,readback,122,0.3,LS1_CB01:CAV5_D1261,13.86667218,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV6_D1265:PHA_CSET,PHA,PHASE,setpoint,124,0.3,LS1_CB01:CAV6_D1265,14.26436018,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV6_D1265:PHA_RSET,PHA,PHASE,readset,124,0.3,LS1_CB01:CAV6_D1265,14.26436018,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV6_D1265:PHA_RD,PHA,PHASE,readback,124,0.3,LS1_CB01:CAV6_D1265,14.26436018,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV6_D1265:AMPL_CSET,AMP,AMPLITUDE,setpoint,124,0.3,LS1_CB01:CAV6_D1265,14.26436018,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV6_D1265:AMPL_RSET,AMP,AMPLITUDE,readset,124,0.3,LS1_CB01:CAV6_D1265,14.26436018,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV6_D1265:AMPL_RD,AMP,AMPLITUDE,readback,124,0.3,LS1_CB01:CAV6_D1265,14.26436018,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV7_D1269:PHA_CSET,PHA,PHASE,setpoint,126,0.3,LS1_CB01:CAV7_D1269,14.66204818,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV7_D1269:PHA_RSET,PHA,PHASE,readset,126,0.3,LS1_CB01:CAV7_D1269,14.66204818,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV7_D1269:PHA_RD,PHA,PHASE,readback,126,0.3,LS1_CB01:CAV7_D1269,14.66204818,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV7_D1269:AMPL_CSET,AMP,AMPLITUDE,setpoint,126,0.3,LS1_CB01:CAV7_D1269,14.66204818,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV7_D1269:AMPL_RSET,AMP,AMPLITUDE,readset,126,0.3,LS1_CB01:CAV7_D1269,14.66204818,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:CAV7_D1269:AMPL_RD,AMP,AMPLITUDE,readback,126,0.3,LS1_CB01:CAV7_D1269,14.66204818,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:BPM_D1271:X_RD,X,XPOS,readback,129,0,LS1_CB01:BPM_D1271,14.75764352,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:BPM_D1271:Y_RD,Y,YPOS,readback,129,0,LS1_CB01:BPM_D1271,14.75764352,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:BPM_D1271:PHA_RD,PHA,PHASE,readback,129,0,LS1_CB01:BPM_D1271,14.75764352,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:BPM_D1271:ENG_RD,ENG,ENERGY,readback,129,0,LS1_CB01:BPM_D1271,14.75764352,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
LS1_CB01:SOL3_D1275:I_CSET,I,B,setpoint,132,0.5,LS1_CB01:SOL3_D1275,15.38965952,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB01,LINAC
