PV,elemField_eng,elemField_phy,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType,,,
LS1_CB08:DCV_D1701:I_RD,I,ANG,readback,448,0,LS1_CB08:DCV_D1701,57.74890532,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV5_D1707:PHA_CSET,PHA,PHASE,setpoint,451,0.3,LS1_CB08:CAV5_D1707,58.47364382,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV5_D1707:PHA_RSET,PHA,PHASE,readset,451,0.3,LS1_CB08:CAV5_D1707,58.47364382,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV5_D1707:PHA_RD,PHA,PHASE,readback,451,0.3,LS1_CB08:CAV5_D1707,58.47364382,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV5_D1707:AMPL_CSET,AMP,AMPLITUDE,setpoint,451,0.3,LS1_CB08:CAV5_D1707,58.47364382,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV5_D1707:AMPL_RSET,AMP,AMPLITUDE,readset,451,0.3,LS1_CB08:CAV5_D1707,58.47364382,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV5_D1707:AMPL_RD,AMP,AMPLITUDE,readback,451,0.3,LS1_CB08:CAV5_D1707,58.47364382,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV6_D1711:PHA_CSET,PHA,PHASE,setpoint,453,0.3,LS1_CB08:CAV6_D1711,58.87133182,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV6_D1711:PHA_RSET,PHA,PHASE,readset,453,0.3,LS1_CB08:CAV6_D1711,58.87133182,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV6_D1711:PHA_RD,PHA,PHASE,readback,453,0.3,LS1_CB08:CAV6_D1711,58.87133182,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV6_D1711:AMPL_CSET,AMP,AMPLITUDE,setpoint,453,0.3,LS1_CB08:CAV6_D1711,58.87133182,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV6_D1711:AMPL_RSET,AMP,AMPLITUDE,readset,453,0.3,LS1_CB08:CAV6_D1711,58.87133182,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV6_D1711:AMPL_RD,AMP,AMPLITUDE,readback,453,0.3,LS1_CB08:CAV6_D1711,58.87133182,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV7_D1715:PHA_CSET,PHA,PHASE,setpoint,455,0.3,LS1_CB08:CAV7_D1715,59.26901982,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV7_D1715:PHA_RSET,PHA,PHASE,readset,455,0.3,LS1_CB08:CAV7_D1715,59.26901982,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV7_D1715:PHA_RD,PHA,PHASE,readback,455,0.3,LS1_CB08:CAV7_D1715,59.26901982,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV7_D1715:AMPL_CSET,AMP,AMPLITUDE,setpoint,455,0.3,LS1_CB08:CAV7_D1715,59.26901982,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV7_D1715:AMPL_RSET,AMP,AMPLITUDE,readset,455,0.3,LS1_CB08:CAV7_D1715,59.26901982,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV7_D1715:AMPL_RD,AMP,AMPLITUDE,readback,455,0.3,LS1_CB08:CAV7_D1715,59.26901982,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:BPM_D1717:X_RD,X,XPOS,readback,458,0,LS1_CB08:BPM_D1717,59.36461516,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:BPM_D1717:Y_RD,Y,YPOS,readback,458,0,LS1_CB08:BPM_D1717,59.36461516,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:BPM_D1717:PHA_RD,PHA,PHASE,readback,458,0,LS1_CB08:BPM_D1717,59.36461516,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:BPM_D1717:ENG_RD,ENG,ENERGY,readback,458,0,LS1_CB08:BPM_D1717,59.36461516,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:SOL3_D1721:I_CSET,I,B,setpoint,461,0.5,LS1_CB08:SOL3_D1721,59.99663116,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:SOL3_D1721:I_RSET,I,B,readset,461,0.5,LS1_CB08:SOL3_D1721,59.99663116,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:SOL3_D1721:I_RD,I,B,readback,461,0.5,LS1_CB08:SOL3_D1721,59.99663116,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:DCH_D1721:I_CSET,I,ANG,setpoint,461,0,LS1_CB08:DCH_D1721,59.74663116,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:DCH_D1721:I_RSET,I,ANG,readset,461,0,LS1_CB08:DCH_D1721,59.74663116,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:DCH_D1721:I_RD,I,ANG,readback,461,0,LS1_CB08:DCH_D1721,59.74663116,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:DCV_D1721:I_CSET,I,ANG,setpoint,461,0,LS1_CB08:DCV_D1721,59.74663116,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:DCV_D1721:I_RSET,I,ANG,readset,461,0,LS1_CB08:DCV_D1721,59.74663116,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:DCV_D1721:I_RD,I,ANG,readback,461,0,LS1_CB08:DCV_D1721,59.74663116,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV8_D1727:PHA_CSET,PHA,PHASE,setpoint,464,0.3,LS1_CB08:CAV8_D1727,60.47136966,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV8_D1727:PHA_RSET,PHA,PHASE,readset,464,0.3,LS1_CB08:CAV8_D1727,60.47136966,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV8_D1727:PHA_RD,PHA,PHASE,readback,464,0.3,LS1_CB08:CAV8_D1727,60.47136966,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV8_D1727:AMPL_CSET,AMP,AMPLITUDE,setpoint,464,0.3,LS1_CB08:CAV8_D1727,60.47136966,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV8_D1727:AMPL_RSET,AMP,AMPLITUDE,readset,464,0.3,LS1_CB08:CAV8_D1727,60.47136966,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_CB08:CAV8_D1727:AMPL_RD,AMP,AMPLITUDE,readback,464,0.3,LS1_CB08:CAV8_D1727,60.47136966,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB08,LINAC
LS1_WB08:BPM_D1732:X_RD,X,XPOS,readback,468,0,LS1_WB08:BPM_D1732,60.82218316,BPM,LIVE,position monitor,BPM2,phantasy.sys.LS1,phantasy.sub.WB08,LINAC
LS1_WB08:BPM_D1732:Y_RD,Y,YPOS,readback,468,0,LS1_WB08:BPM_D1732,60.82218316,BPM,LIVE,position monitor,BPM2,phantasy.sys.LS1,phantasy.sub.WB08,LINAC
LS1_WB08:BPM_D1732:PHA_RD,PHA,PHASE,readback,468,0,LS1_WB08:BPM_D1732,60.82218316,BPM,LIVE,position monitor,BPM2,phantasy.sys.LS1,phantasy.sub.WB08,LINAC
LS1_WB08:BPM_D1732:ENG_RD,ENG,ENERGY,readback,468,0,LS1_WB08:BPM_D1732,60.82218316,BPM,LIVE,position monitor,BPM2,phantasy.sys.LS1,phantasy.sub.WB08,LINAC
LS1_CB09:CAV1_D1739:PHA_CSET,PHA,PHASE,setpoint,476,0.3,LS1_CB09:CAV1_D1739,61.64599266,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV1_D1739:PHA_RSET,PHA,PHASE,readset,476,0.3,LS1_CB09:CAV1_D1739,61.64599266,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV1_D1739:PHA_RD,PHA,PHASE,readback,476,0.3,LS1_CB09:CAV1_D1739,61.64599266,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV1_D1739:AMPL_CSET,AMP,AMPLITUDE,setpoint,476,0.3,LS1_CB09:CAV1_D1739,61.64599266,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV1_D1739:AMPL_RSET,AMP,AMPLITUDE,readset,476,0.3,LS1_CB09:CAV1_D1739,61.64599266,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV1_D1739:AMPL_RD,AMP,AMPLITUDE,readback,476,0.3,LS1_CB09:CAV1_D1739,61.64599266,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:BPM_D1741:X_RD,X,XPOS,readback,479,0,LS1_CB09:BPM_D1741,61.741588,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:BPM_D1741:Y_RD,Y,YPOS,readback,479,0,LS1_CB09:BPM_D1741,61.741588,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:BPM_D1741:PHA_RD,PHA,PHASE,readback,479,0,LS1_CB09:BPM_D1741,61.741588,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:BPM_D1741:ENG_RD,ENG,ENERGY,readback,479,0,LS1_CB09:BPM_D1741,61.741588,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:SOL1_D1745:I_CSET,I,B,setpoint,482,0.5,LS1_CB09:SOL1_D1745,62.373604,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:SOL1_D1745:I_RSET,I,B,readset,482,0.5,LS1_CB09:SOL1_D1745,62.373604,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:SOL1_D1745:I_RD,I,B,readback,482,0.5,LS1_CB09:SOL1_D1745,62.373604,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:DCH_D1745:I_CSET,I,ANG,setpoint,482,0,LS1_CB09:DCH_D1745,62.123604,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:DCH_D1745:I_RSET,I,ANG,readset,482,0,LS1_CB09:DCH_D1745,62.123604,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:DCH_D1745:I_RD,I,ANG,readback,482,0,LS1_CB09:DCH_D1745,62.123604,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:DCV_D1745:I_CSET,I,ANG,setpoint,482,0,LS1_CB09:DCV_D1745,62.123604,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:DCV_D1745:I_RSET,I,ANG,readset,482,0,LS1_CB09:DCV_D1745,62.123604,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:DCV_D1745:I_RD,I,ANG,readback,482,0,LS1_CB09:DCV_D1745,62.123604,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV2_D1751:PHA_CSET,PHA,PHASE,setpoint,485,0.3,LS1_CB09:CAV2_D1751,62.8483425,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV2_D1751:PHA_RSET,PHA,PHASE,readset,485,0.3,LS1_CB09:CAV2_D1751,62.8483425,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV2_D1751:PHA_RD,PHA,PHASE,readback,485,0.3,LS1_CB09:CAV2_D1751,62.8483425,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV2_D1751:AMPL_CSET,AMP,AMPLITUDE,setpoint,485,0.3,LS1_CB09:CAV2_D1751,62.8483425,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV2_D1751:AMPL_RSET,AMP,AMPLITUDE,readset,485,0.3,LS1_CB09:CAV2_D1751,62.8483425,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV2_D1751:AMPL_RD,AMP,AMPLITUDE,readback,485,0.3,LS1_CB09:CAV2_D1751,62.8483425,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV3_D1755:PHA_CSET,PHA,PHASE,setpoint,487,0.3,LS1_CB09:CAV3_D1755,63.2460305,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV3_D1755:PHA_RSET,PHA,PHASE,readset,487,0.3,LS1_CB09:CAV3_D1755,63.2460305,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV3_D1755:PHA_RD,PHA,PHASE,readback,487,0.3,LS1_CB09:CAV3_D1755,63.2460305,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV3_D1755:AMPL_CSET,AMP,AMPLITUDE,setpoint,487,0.3,LS1_CB09:CAV3_D1755,63.2460305,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV3_D1755:AMPL_RSET,AMP,AMPLITUDE,readset,487,0.3,LS1_CB09:CAV3_D1755,63.2460305,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV3_D1755:AMPL_RD,AMP,AMPLITUDE,readback,487,0.3,LS1_CB09:CAV3_D1755,63.2460305,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV4_D1759:PHA_CSET,PHA,PHASE,setpoint,489,0.3,LS1_CB09:CAV4_D1759,63.6437185,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV4_D1759:PHA_RSET,PHA,PHASE,readset,489,0.3,LS1_CB09:CAV4_D1759,63.6437185,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV4_D1759:PHA_RD,PHA,PHASE,readback,489,0.3,LS1_CB09:CAV4_D1759,63.6437185,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV4_D1759:AMPL_CSET,AMP,AMPLITUDE,setpoint,489,0.3,LS1_CB09:CAV4_D1759,63.6437185,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV4_D1759:AMPL_RSET,AMP,AMPLITUDE,readset,489,0.3,LS1_CB09:CAV4_D1759,63.6437185,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV4_D1759:AMPL_RD,AMP,AMPLITUDE,readback,489,0.3,LS1_CB09:CAV4_D1759,63.6437185,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:BPM_D1761:X_RD,X,XPOS,readback,492,0,LS1_CB09:BPM_D1761,63.73931384,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:BPM_D1761:Y_RD,Y,YPOS,readback,492,0,LS1_CB09:BPM_D1761,63.73931384,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:BPM_D1761:PHA_RD,PHA,PHASE,readback,492,0,LS1_CB09:BPM_D1761,63.73931384,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:BPM_D1761:ENG_RD,ENG,ENERGY,readback,492,0,LS1_CB09:BPM_D1761,63.73931384,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:SOL2_D1765:I_CSET,I,B,setpoint,495,0.5,LS1_CB09:SOL2_D1765,64.37132984,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:SOL2_D1765:I_RSET,I,B,readset,495,0.5,LS1_CB09:SOL2_D1765,64.37132984,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:SOL2_D1765:I_RD,I,B,readback,495,0.5,LS1_CB09:SOL2_D1765,64.37132984,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:DCH_D1765:I_CSET,I,ANG,setpoint,495,0,LS1_CB09:DCH_D1765,64.12132984,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:DCH_D1765:I_RSET,I,ANG,readset,495,0,LS1_CB09:DCH_D1765,64.12132984,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:DCH_D1765:I_RD,I,ANG,readback,495,0,LS1_CB09:DCH_D1765,64.12132984,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:DCV_D1765:I_CSET,I,ANG,setpoint,495,0,LS1_CB09:DCV_D1765,64.12132984,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:DCV_D1765:I_RSET,I,ANG,readset,495,0,LS1_CB09:DCV_D1765,64.12132984,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:DCV_D1765:I_RD,I,ANG,readback,495,0,LS1_CB09:DCV_D1765,64.12132984,VCOR,LIVE,vert. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV5_D1771:PHA_CSET,PHA,PHASE,setpoint,498,0.3,LS1_CB09:CAV5_D1771,64.84606834,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV5_D1771:PHA_RSET,PHA,PHASE,readset,498,0.3,LS1_CB09:CAV5_D1771,64.84606834,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV5_D1771:PHA_RD,PHA,PHASE,readback,498,0.3,LS1_CB09:CAV5_D1771,64.84606834,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV5_D1771:AMPL_CSET,AMP,AMPLITUDE,setpoint,498,0.3,LS1_CB09:CAV5_D1771,64.84606834,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV5_D1771:AMPL_RSET,AMP,AMPLITUDE,readset,498,0.3,LS1_CB09:CAV5_D1771,64.84606834,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV5_D1771:AMPL_RD,AMP,AMPLITUDE,readback,498,0.3,LS1_CB09:CAV5_D1771,64.84606834,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV6_D1775:PHA_CSET,PHA,PHASE,setpoint,500,0.3,LS1_CB09:CAV6_D1775,65.24375634,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV6_D1775:PHA_RSET,PHA,PHASE,readset,500,0.3,LS1_CB09:CAV6_D1775,65.24375634,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV6_D1775:PHA_RD,PHA,PHASE,readback,500,0.3,LS1_CB09:CAV6_D1775,65.24375634,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV6_D1775:AMPL_CSET,AMP,AMPLITUDE,setpoint,500,0.3,LS1_CB09:CAV6_D1775,65.24375634,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV6_D1775:AMPL_RSET,AMP,AMPLITUDE,readset,500,0.3,LS1_CB09:CAV6_D1775,65.24375634,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV6_D1775:AMPL_RD,AMP,AMPLITUDE,readback,500,0.3,LS1_CB09:CAV6_D1775,65.24375634,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV7_D1779:PHA_CSET,PHA,PHASE,setpoint,502,0.3,LS1_CB09:CAV7_D1779,65.64144434,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV7_D1779:PHA_RSET,PHA,PHASE,readset,502,0.3,LS1_CB09:CAV7_D1779,65.64144434,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV7_D1779:PHA_RD,PHA,PHASE,readback,502,0.3,LS1_CB09:CAV7_D1779,65.64144434,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV7_D1779:AMPL_CSET,AMP,AMPLITUDE,setpoint,502,0.3,LS1_CB09:CAV7_D1779,65.64144434,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV7_D1779:AMPL_RSET,AMP,AMPLITUDE,readset,502,0.3,LS1_CB09:CAV7_D1779,65.64144434,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:CAV7_D1779:AMPL_RD,AMP,AMPLITUDE,readback,502,0.3,LS1_CB09:CAV7_D1779,65.64144434,CAV,LIVE,b08 resonator,CAV_B08,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:BPM_D1781:X_RD,X,XPOS,readback,505,0,LS1_CB09:BPM_D1781,65.73703968,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:BPM_D1781:Y_RD,Y,YPOS,readback,505,0,LS1_CB09:BPM_D1781,65.73703968,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:BPM_D1781:PHA_RD,PHA,PHASE,readback,505,0,LS1_CB09:BPM_D1781,65.73703968,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:BPM_D1781:ENG_RD,ENG,ENERGY,readback,505,0,LS1_CB09:BPM_D1781,65.73703968,BPM,LIVE,"position monitor, BPMc",BPM6,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:SOL3_D1785:I_CSET,I,B,setpoint,508,0.5,LS1_CB09:SOL3_D1785,66.36905568,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:SOL3_D1785:I_RSET,I,B,readset,508,0.5,LS1_CB09:SOL3_D1785,66.36905568,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:SOL3_D1785:I_RD,I,B,readback,508,0.5,LS1_CB09:SOL3_D1785,66.36905568,SOL,LIVE,solenoid+correctors,SOL_S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:DCH_D1785:I_CSET,I,ANG,setpoint,508,0,LS1_CB09:DCH_D1785,66.11905568,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
LS1_CB09:DCH_D1785:I_RSET,I,ANG,readset,508,0,LS1_CB09:DCH_D1785,66.11905568,HCOR,LIVE,horiz. corrector magnet,S2,phantasy.sys.LS1,phantasy.sub.CB09,LINAC
